c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19
463, DATE '2011-07-01', 0.00, 1107.52, 8.00, 1107.53, 1845.87, 9.00, 1845.88, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 406.09, 0.00
464, DATE '2011-08-01', 0.00, 1107.52, 8.00, 1107.53, 1845.87, 9.00, 1845.88, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 406.09, 0.00
465, DATE '2011-09-01', 0.00, 1107.52, 8.00, 1107.53, 1845.87, 9.00, 1845.88, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 406.09, 0.00
466, DATE '2011-10-01', 0.00, 1107.52, 8.00, 1107.53, 1845.87, 9.00, 1845.88, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 406.09, 0.00
467, DATE '2011-11-01', 0.00, 1107.52, 8.00, 1107.53, 1845.87, 9.00, 1845.88, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 406.09, 0.00
468, DATE '2011-12-01', 0.00, 1107.52, 8.00, 1107.53, 1845.87, 9.00, 1845.88, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 406.09, 0.00
469, DATE '2012-01-01', 0.00, 1174.86, 8.00, 1174.87, 1958.10, 9.00, 1958.11, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 430.78, 0.00
470, DATE '2012-02-01', 0.00, 1174.86, 8.00, 1174.87, 1958.10, 9.00, 1958.11, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 430.78, 0.00
471, DATE '2012-03-01', 0.00, 1174.86, 8.00, 1174.87, 1958.10, 9.00, 1958.11, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 430.78, 0.00
472, DATE '2012-04-01', 0.00, 1174.86, 8.00, 1174.87, 1958.10, 9.00, 1958.11, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 430.78, 0.00
473, DATE '2012-05-01', 0.00, 1174.86, 8.00, 1174.87, 1958.10, 9.00, 1958.11, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 430.78, 0.00
474, DATE '2012-06-01', 0.00, 1174.86, 8.00, 1174.87, 1958.10, 9.00, 1958.11, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 430.78, 0.00
475, DATE '2012-07-01', 0.00, 1174.86, 8.00, 1174.87, 1958.10, 9.00, 1958.11, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 430.78, 0.00
476, DATE '2012-08-01', 0.00, 1174.86, 8.00, 1174.87, 1958.10, 9.00, 1958.11, NULL, 11.00, NULL, NULL, NULL, NULL, NULL, NULL, 430.78, 0.00
